ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,price,size,channel_id,order_id,flags,ts_in_delta,sequence,symbol
2025-09-24T19:30:00.001385399Z,2025-09-24T19:30:00.000860311Z,160,1,432669,A,A,64.830000000,1,26,8058566314544,128,17528,94225061,CLX5
2025-09-24T19:30:00.001551547Z,2025-09-24T19:30:00.001394777Z,160,1,432669,C,A,64.830000000,1,26,8058566314535,128,17697,94225065,CLX5
2025-09-24T19:30:00.061626992Z,2025-09-24T19:30:00.061472325Z,160,1,432669,C,B,64.790000000,1,26,8058566226379,128,21053,94225124,CLX5
2025-09-24T19:30:00.061653502Z,2025-09-24T19:30:00.061473053Z,160,1,432669,C,B,64.800000000,1,26,8058566253567,128,17668,94225125,CLX5
2025-09-24T19:30:00.093778945Z,2025-09-24T19:30:00.093437495Z,160,1,432669,C,A,64.830000000,1,26,8058566314534,128,18699,94225162,CLX5
2025-09-24T19:30:00.094056547Z,2025-09-24T19:30:00.093784155Z,160,1,432669,A,B,64.820000000,1,26,8058566314579,128,15148,94225181,CLX5
2025-09-24T19:30:00.126096118Z,2025-09-24T19:30:00.125953257Z,160,1,432669,C,A,64.860000000,1,26,8058566175788,128,18262,94225208,CLX5
2025-09-24T19:30:00.398856714Z,2025-09-24T19:30:00.398580505Z,160,1,432669,C,A,64.830000000,2,26,8058566314531,128,16291,94225265,CLX5
2025-09-24T19:30:00.398891680Z,2025-09-24T19:30:00.398599399Z,160,1,432669,C,A,64.830000000,2,26,8058566314530,128,14788,94225266,CLX5
2025-09-24T19:30:00.400126559Z,2025-09-24T19:30:00.399976013Z,160,1,432669,C,A,64.830000000,1,26,8058566314503,128,16415,94225293,CLX5
2025-09-24T19:30:00.400562968Z,2025-09-24T19:30:00.400141223Z,160,1,432669,T,B,64.830000000,6,26,8058566314620,0,18442,94225298,CLX5
2025-09-24T19:30:00.400562968Z,2025-09-24T19:30:00.400141223Z,160,1,432669,F,A,64.830000000,1,26,8058566308744,0,18442,94225298,CLX5
2025-09-24T19:30:00.400562968Z,2025-09-24T19:30:00.400141223Z,160,1,432669,F,A,64.830000000,2,26,8058566308768,0,18442,94225298,CLX5
2025-09-24T19:30:00.400562968Z,2025-09-24T19:30:00.400141223Z,160,1,432669,F,A,64.830000000,1,26,8058566311024,0,18442,94225298,CLX5
2025-09-24T19:30:00.400562968Z,2025-09-24T19:30:00.400141223Z,160,1,432669,F,A,64.830000000,1,26,8058566313468,0,18442,94225298,CLX5
2025-09-24T19:30:00.400562968Z,2025-09-24T19:30:00.400141223Z,160,1,432669,F,A,64.830000000,1,26,8058566314544,0,18442,94225298,CLX5
2025-09-24T19:30:00.400573005Z,2025-09-24T19:30:00.400141223Z,160,1,432669,C,A,64.830000000,1,26,8058566308744,0,15030,94225299,CLX5
2025-09-24T19:30:00.400573005Z,2025-09-24T19:30:00.400141223Z,160,1,432669,C,A,64.830000000,2,26,8058566308768,0,15030,94225299,CLX5
2025-09-24T19:30:00.400573005Z,2025-09-24T19:30:00.400141223Z,160,1,432669,C,A,64.830000000,1,26,8058566311024,0,15030,94225299,CLX5
2025-09-24T19:30:00.400573005Z,2025-09-24T19:30:00.400141223Z,160,1,432669,C,A,64.830000000,1,26,8058566313468,0,15030,94225299,CLX5
2025-09-24T19:30:00.400573005Z,2025-09-24T19:30:00.400141223Z,160,1,432669,C,A,64.830000000,1,26,8058566314544,128,15030,94225299,CLX5
2025-09-24T19:30:00.400605658Z,2025-09-24T19:30:00.400153319Z,160,1,432669,A,B,64.830000000,3,26,8058566314621,128,16510,94225302,CLX5
2025-09-24T19:30:00.400701546Z,2025-09-24T19:30:00.400477971Z,160,1,432669,A,B,64.820000000,2,26,8058566314622,128,15238,94225306,CLX5
2025-09-24T19:30:00.400808615Z,2025-09-24T19:30:00.400484563Z,160,1,432669,A,B,64.820000000,1,26,8058566314624,128,15142,94225309,CLX5
2025-09-24T19:30:00.400880043Z,2025-09-24T19:30:00.400522039Z,160,1,432669,C,A,65.050000000,1,26,8058565884948,128,17488,94225313,CLX5
2025-09-24T19:30:00.400880043Z,2025-09-24T19:30:00.400522481Z,160,1,432669,C,A,65.030000000,1,26,8058565958174,128,17488,94225313,CLX5
2025-09-24T19:30:00.400880043Z,2025-09-24T19:30:00.400522885Z,160,1,432669,C,A,65.020000000,1,26,8058565971028,128,17488,94225313,CLX5
2025-09-24T19:30:00.400893582Z,2025-09-24T19:30:00.400523209Z,160,1,432669,C,A,65.010000000,1,26,8058565978397,128,15461,94225314,CLX5
2025-09-24T19:30:00.400893582Z,2025-09-24T19:30:00.400523537Z,160,1,432669,C,A,65.000000000,1,26,8058565986118,128,15461,94225314,CLX5
2025-09-24T19:30:00.400893582Z,2025-09-24T19:30:00.400523863Z,160,1,432669,C,A,64.990000000,1,26,8058566056746,128,15461,94225314,CLX5
2025-09-24T19:30:00.400893582Z,2025-09-24T19:30:00.400524151Z,160,1,432669,C,A,64.980000000,1,26,8058566058624,128,15461,94225314,CLX5
2025-09-24T19:30:00.400893582Z,2025-09-24T19:30:00.400524479Z,160,1,432669,C,A,64.940000000,1,26,8058566099503,128,15461,94225314,CLX5
2025-09-24T19:30:00.400913756Z,2025-09-24T19:30:00.400524765Z,160,1,432669,C,A,64.930000000,1,26,8058566106311,128,14820,94225315,CLX5
2025-09-24T19:30:00.400937908Z,2025-09-24T19:30:00.400525111Z,160,1,432669,C,A,64.920000000,1,26,8058566107908,128,14663,94225316,CLX5
2025-09-24T19:30:00.400960778Z,2025-09-24T19:30:00.400525379Z,160,1,432669,C,A,64.910000000,1,26,8058566108705,128,15033,94225317,CLX5
2025-09-24T19:30:00.400984984Z,2025-09-24T19:30:00.400525649Z,160,1,432669,C,A,64.890000000,1,26,8058566173002,128,16997,94225318,CLX5
2025-09-24T19:30:00.401005781Z,2025-09-24T19:30:00.400525879Z,160,1,432669,C,A,64.880000000,1,26,8058566173150,128,15056,94225319,CLX5
2025-09-24T19:30:00.401027268Z,2025-09-24T19:30:00.400526025Z,160,1,432669,C,A,64.860000000,1,26,8058566175980,128,14702,94225320,CLX5
2025-09-24T19:30:00.401049677Z,2025-09-24T19:30:00.400526263Z,160,1,432669,C,A,64.850000000,1,26,8058566273445,128,14936,94225321,CLX5
2025-09-24T19:30:00.401075626Z,2025-09-24T19:30:00.400526493Z,160,1,432669,C,A,64.840000000,1,26,8058566274081,128,15684,94225322,CLX5
2025-09-24T19:30:00.401465052Z,2025-09-24T19:30:00.400569155Z,160,1,432669,A,A,64.840000000,1,26,8058566314633,128,18331,94225336,CLX5
2025-09-24T19:30:00.401922441Z,2025-09-24T19:30:00.400587451Z,160,1,432669,A,A,64.840000000,1,26,8058566314639,128,18642,94225356,CLX5
2025-09-24T19:30:00.402015256Z,2025-09-24T19:30:00.400611643Z,160,1,432669,A,A,64.840000000,1,26,8058566314641,128,17860,94225359,CLX5
2025-09-24T19:30:00.402127939Z,2025-09-24T19:30:00.400614887Z,160,1,432669,M,B,64.820000000,1,26,8058566311303,128,18451,94225364,CLX5
2025-09-24T19:30:00.402236259Z,2025-09-24T19:30:00.400626829Z,160,1,432669,C,A,64.850000000,1,26,8058566313455,128,18766,94225370,CLX5
2025-09-24T19:30:00.402268214Z,2025-09-24T19:30:00.400634277Z,160,1,432669,A,B,64.820000000,3,26,8058566314643,128,15218,94225371,CLX5
2025-09-24T19:30:00.402350839Z,2025-09-24T19:30:00.400640921Z,160,1,432669,C,A,64.850000000,1,26,8058566313240,128,18171,94225373,CLX5
2025-09-24T19:30:00.402372680Z,2025-09-24T19:30:00.400642399Z,160,1,432669,C,A,64.850000000,1,26,8058566311241,128,15215,94225374,CLX5
2025-09-24T19:30:00.402428119Z,2025-09-24T19:30:00.400680529Z,160,1,432669,A,B,64.830000000,1,26,8058566314644,128,18845,94225375,CLX5
2025-09-24T19:30:00.402471171Z,2025-09-24T19:30:00.400722919Z,160,1,432669,A,B,64.830000000,1,26,8058566314645,128,20600,94225376,CLX5
2025-09-24T19:30:00.402706535Z,2025-09-24T19:30:00.400985489Z,160,1,432669,M,B,64.820000000,3,26,8058566311409,128,14400,94225382,CLX5
2025-09-24T19:30:00.402850228Z,2025-09-24T19:30:00.401298643Z,160,1,432669,A,B,64.800000000,1,26,8058566314647,128,18131,94225389,CLX5
2025-09-24T19:30:00.403450603Z,2025-09-24T19:30:00.401678269Z,160,1,432669,C,B,64.780000000,1,26,8058566287073,128,14898,94225417,CLX5
2025-09-24T19:30:00.404761142Z,2025-09-24T19:30:00.403177857Z,160,1,432669,M,A,64.850000000,1,26,8058566173085,128,15075,94225489,CLX5
2025-09-24T19:30:00.405524317Z,2025-09-24T19:30:00.404368897Z,160,1,432669,C,A,64.840000000,1,26,8058566314641,128,15342,94225543,CLX5
2025-09-24T19:30:00.405680559Z,2025-09-24T19:30:00.404766703Z,160,1,432669,A,A,64.840000000,1,26,8058566314689,128,15317,94225555,CLX5
2025-09-24T19:30:00.405761671Z,2025-09-24T19:30:00.404808405Z,160,1,432669,A,B,64.830000000,1,26,8058566314690,128,20056,94225558,CLX5
2025-09-24T19:30:00.410572723Z,2025-09-24T19:30:00.410209565Z,160,1,432669,T,A,64.830000000,6,26,8058566314695,0,18162,94225587,CLX5
2025-09-24T19:30:00.410572723Z,2025-09-24T19:30:00.410209565Z,160,1,432669,F,B,64.830000000,3,26,8058566314621,0,18162,94225587,CLX5
2025-09-24T19:30:00.410572723Z,2025-09-24T19:30:00.410209565Z,160,1,432669,F,B,64.830000000,1,26,8058566314644,0,18162,94225587,CLX5
2025-09-24T19:30:00.410572723Z,2025-09-24T19:30:00.410209565Z,160,1,432669,F,B,64.830000000,1,26,8058566314645,0,18162,94225587,CLX5
2025-09-24T19:30:00.410572723Z,2025-09-24T19:30:00.410209565Z,160,1,432669,F,B,64.830000000,1,26,8058566314690,0,18162,94225587,CLX5
2025-09-24T19:30:00.410582130Z,2025-09-24T19:30:00.410209565Z,160,1,432669,C,B,64.830000000,3,26,8058566314621,0,14895,94225588,CLX5
2025-09-24T19:30:00.410582130Z,2025-09-24T19:30:00.410209565Z,160,1,432669,C,B,64.830000000,1,26,8058566314644,0,14895,94225588,CLX5
2025-09-24T19:30:00.410582130Z,2025-09-24T19:30:00.410209565Z,160,1,432669,C,B,64.830000000,1,26,8058566314645,0,14895,94225588,CLX5
2025-09-24T19:30:00.410582130Z,2025-09-24T19:30:00.410209565Z,160,1,432669,C,B,64.830000000,1,26,8058566314690,128,14895,94225588,CLX5
2025-09-24T19:30:00.410667059Z,2025-09-24T19:30:00.410521073Z,160,1,432669,C,A,64.840000000,1,26,8058566314689,128,18762,94225592,CLX5
2025-09-24T19:30:00.410775418Z,2025-09-24T19:30:00.410522069Z,160,1,432669,A,A,64.830000000,2,26,8058566314696,128,17093,94225594,CLX5
2025-09-24T19:30:00.411198418Z,2025-09-24T19:30:00.410581271Z,160,1,432669,C,B,64.810000000,1,26,8058566313373,128,14884,94225615,CLX5
2025-09-24T19:30:00.411555926Z,2025-09-24T19:30:00.410671921Z,160,1,432669,A,A,64.840000000,1,26,8058566314709,128,17862,94225627,CLX5
2025-09-24T19:30:00.411587535Z,2025-09-24T19:30:00.410701201Z,160,1,432669,A,A,64.840000000,1,26,8058566314710,128,18899,94225628,CLX5
2025-09-24T19:30:00.411611681Z,2025-09-24T19:30:00.410721571Z,160,1,432669,C,A,64.840000000,1,26,8058566314709,128,15330,94225629,CLX5
2025-09-24T19:30:00.411636877Z,2025-09-24T19:30:00.410740329Z,160,1,432669,A,A,64.840000000,1,26,8058566314711,128,14986,94225630,CLX5
2025-09-24T19:30:00.411712813Z,2025-09-24T19:30:00.410783373Z,160,1,432669,M,B,63.670000000,4,26,8058566311409,128,18470,94225633,CLX5
2025-09-24T19:30:00.412092400Z,2025-09-24T19:30:00.411223245Z,160,1,432669,C,B,64.810000000,1,26,8058566312861,128,14937,94225651,CLX5
2025-09-24T19:30:00.412209836Z,2025-09-24T19:30:00.411522059Z,160,1,432669,A,A,64.830000000,1,26,8058566314722,128,14588,94225654,CLX5
2025-09-24T19:30:00.412272471Z,2025-09-24T19:30:00.411639307Z,160,1,432669,A,A,64.840000000,1,26,8058566314723,128,15573,94225658,CLX5
2025-09-24T19:30:00.412621055Z,2025-09-24T19:30:00.412135413Z,160,1,432669,A,A,64.830000000,2,26,8058566314726,128,18069,94225670,CLX5
2025-09-24T19:30:00.412753452Z,2025-09-24T19:30:00.412171817Z,160,1,432669,A,A,64.830000000,1,26,8058566314728,128,16937,94225675,CLX5
2025-09-24T19:30:00.457821411Z,2025-09-24T19:30:00.457666111Z,160,1,432669,A,A,64.830000000,1,26,8058566314750,128,19714,94225710,CLX5
2025-09-24T19:30:00.457981884Z,2025-09-24T19:30:00.457862229Z,160,1,432669,C,A,64.840000000,1,26,8058566314723,128,18915,94225711,CLX5
2025-09-24T19:30:00.458005806Z,2025-09-24T19:30:00.457864841Z,160,1,432669,C,A,64.840000000,1,26,8058566314711,128,15373,94225712,CLX5
2025-09-24T19:30:00.458031080Z,2025-09-24T19:30:00.457870581Z,160,1,432669,C,A,64.840000000,1,26,8058566314710,128,15383,94225713,CLX5
2025-09-24T19:30:00.458424889Z,2025-09-24T19:30:00.458311799Z,160,1,432669,C,A,64.840000000,1,26,8058566314639,128,18354,94225718,CLX5
2025-09-24T19:30:00.545948940Z,2025-09-24T19:30:00.545829295Z,160,1,432669,M,B,64.370000000,4,26,8058559498241,128,18301,94225736,CLX5
2025-09-24T19:30:00.567997891Z,2025-09-24T19:30:00.567889583Z,160,1,432669,M,B,64.370000000,4,26,8058559498258,128,18395,94225744,CLX5
2025-09-24T19:30:00.580930439Z,2025-09-24T19:30:00.580800899Z,160,1,432669,C,B,64.800000000,1,26,8058566314647,128,18532,94225748,CLX5
2025-09-24T19:30:00.853371521Z,2025-09-24T19:30:00.853205783Z,160,1,432669,A,A,64.830000000,3,26,8058566314782,128,19780,94225781,CLX5
2025-09-24T19:30:00.855692188Z,2025-09-24T19:30:00.855478847Z,160,1,432669,C,B,64.820000000,1,26,8058566314624,128,18885,94225802,CLX5
2025-09-24T19:30:00.856264057Z,2025-09-24T19:30:00.855602719Z,160,1,432669,A,A,64.830000000,1,26,8058566314797,128,15440,94225826,CLX5
2025-09-24T19:30:00.856634022Z,2025-09-24T19:30:00.855990925Z,160,1,432669,C,A,64.830000000,1,26,8058566314797,128,18727,94225841,CLX5
2025-09-24T19:30:00.856717184Z,2025-09-24T19:30:00.856398255Z,160,1,432669,A,A,64.860000000,1,26,8058566314803,128,13814,94225845,CLX5
2025-09-24T19:30:00.926413892Z,2025-09-24T19:30:00.926263687Z,160,1,432669,A,A,64.830000000,2,26,8058566314816,128,18960,94225877,CLX5
2025-09-24T19:30:00.998211499Z,2025-09-24T19:30:00.998056981Z,160,1,432669,A,A,64.830000000,1,26,8058566314818,128,19138,94225912,CLX5
2025-09-24T19:30:00.998321616Z,2025-09-24T19:30:00.998062607Z,160,1,432669,C,B,64.810000000,2,26,8058566313321,128,19724,94225916,CLX5
2025-09-24T19:30:00.998473342Z,2025-09-24T19:30:00.998063471Z,160,1,432669,C,B,64.820000000,2,26,8058566314622,128,14862,94225922,CLX5
2025-09-24T19:30:00.998556850Z,2025-09-24T19:30:00.998066851Z,160,1,432669,C,B,64.820000000,1,26,8058566314579,128,19848,94225926,CLX5
2025-09-24T19:30:00.998612358Z,2025-09-24T19:30:00.998078869Z,160,1,432669,A,A,64.830000000,1,26,8058566314820,128,15355,94225929,CLX5
2025-09-24T19:30:00.998884200Z,2025-09-24T19:30:00.998224917Z,160,1,432669,C,A,64.830000000,1,26,8058566314820,128,17861,94225941,CLX5
2025-09-24T19:30:00.998916693Z,2025-09-24T19:30:00.998243405Z,160,1,432669,C,B,64.820000000,3,26,8058566314643,128,15839,94225942,CLX5
2025-09-24T19:30:00.999112223Z,2025-09-24T19:30:00.998401741Z,160,1,432669,A,A,64.830000000,1,26,8058566314826,128,15776,94225951,CLX5
2025-09-24T19:30:00.999260332Z,2025-09-24T19:30:00.998452197Z,160,1,432669,C,A,64.830000000,1,26,8058566314826,128,15555,94225957,CLX5
2025-09-24T19:30:00.999533703Z,2025-09-24T19:30:00.998584171Z,160,1,432669,C,B,64.820000000,1,26,8058566314389,128,15194,94225973,CLX5
2025-09-24T19:30:00.999698768Z,2025-09-24T19:30:00.998781769Z,160,1,432669,A,A,64.830000000,1,26,8058566314832,128,18784,94225980,CLX5
2025-09-24T19:30:00.999750175Z,2025-09-24T19:30:00.998789159Z,160,1,432669,A,A,64.830000000,1,26,8058566314833,128,15911,94225982,CLX5
2025-09-24T19:30:01.000038851Z,2025-09-24T19:30:00.998930139Z,160,1,432669,C,B,64.820000000,1,26,8058566313063,128,15482,94225993,CLX5
2025-09-24T19:30:01.000196122Z,2025-09-24T19:30:00.999264531Z,160,1,432669,C,A,64.830000000,1,26,8058566314833,128,15408,94226000,CLX5
2025-09-24T19:30:01.000255308Z,2025-09-24T19:30:00.999538157Z,160,1,432669,A,A,64.830000000,1,26,8058566314835,128,15178,94226003,CLX5
2025-09-24T19:30:01.000614813Z,2025-09-24T19:30:00.999757777Z,160,1,432669,C,B,64.820000000,1,26,8058566314167,128,15276,94226025,CLX5
2025-09-24T19:30:01.000820711Z,2025-09-24T19:30:01.000048607Z,160,1,432669,A,B,64.820000000,1,26,8058566314839,128,15288,94226036,CLX5
2025-09-24T19:30:01.000858149Z,2025-09-24T19:30:01.000204003Z,160,1,432669,A,A,64.830000000,1,26,8058566314841,128,14764,94226039,CLX5
2025-09-24T19:30:01.001023176Z,2025-09-24T19:30:01.000825213Z,160,1,432669,A,B,64.820000000,1,26,8058566314852,128,15160,94226052,CLX5
2025-09-24T19:30:01.004010217Z,2025-09-24T19:30:01.003866837Z,160,1,432669,A,B,64.820000000,1,26,8058566314853,128,19257,94226065,CLX5
2025-09-24T19:30:01.024232803Z,2025-09-24T19:30:01.024092071Z,160,1,432669,C,B,64.820000000,1,26,8058566314852,128,18842,94226082,CLX5
2025-09-24T19:30:01.024357120Z,2025-09-24T19:30:01.024221415Z,160,1,432669,M,A,64.940000000,1,26,8058565075241,128,14894,94226085,CLX5
2025-09-24T19:30:01.026282395Z,2025-09-24T19:30:01.026182495Z,160,1,432669,M,A,64.950000000,1,26,8058565075241,128,18598,94226131,CLX5
2025-09-24T19:30:01.109248303Z,2025-09-24T19:30:01.109114159Z,160,1,432669,A,B,64.790000000,2,26,8058566314879,128,18113,94226160,CLX5
2025-09-24T19:30:01.209269337Z,2025-09-24T19:30:01.209105749Z,160,1,432669,A,B,64.780000000,2,26,8058566314889,128,19915,94226178,CLX5
2025-09-24T19:30:01.428864794Z,2025-09-24T19:30:01.428712711Z,160,1,432669,C,A,64.830000000,1,26,8058566314750,128,19424,94226201,CLX5
2025-09-24T19:30:01.429009201Z,2025-09-24T19:30:01.428872449Z,160,1,432669,A,B,64.820000000,1,26,8058566314905,128,19012,94226202,CLX5
2025-09-24T19:30:01.429054449Z,2025-09-24T19:30:01.428896965Z,160,1,432669,C,B,64.810000000,1,26,8058566305478,128,15269,94226204,CLX5
2025-09-24T19:30:01.520715715Z,2025-09-24T19:30:01.520251767Z,160,1,432669,A,B,64.810000000,2,26,8058566314917,128,14201,94226237,CLX5
2025-09-24T19:30:01.520903297Z,2025-09-24T19:30:01.520252517Z,160,1,432669,A,B,64.820000000,2,26,8058566314921,128,15835,94226243,CLX5
2025-09-24T19:30:01.521293121Z,2025-09-24T19:30:01.520256521Z,160,1,432669,C,A,64.830000000,1,26,8058566314835,128,15656,94226258,CLX5
2025-09-24T19:30:01.521387688Z,2025-09-24T19:30:01.520257787Z,160,1,432669,A,B,64.820000000,1,26,8058566314930,128,15752,94226261,CLX5
2025-09-24T19:30:01.521499799Z,2025-09-24T19:30:01.520260877Z,160,1,432669,C,B,64.780000000,2,26,8058566314889,128,14398,94226265,CLX5
2025-09-24T19:30:01.521560117Z,2025-09-24T19:30:01.520262395Z,160,1,432669,C,A,64.830000000,1,26,8058566314818,128,21996,94226267,CLX5
2025-09-24T19:30:01.521778809Z,2025-09-24T19:30:01.520287201Z,160,1,432669,C,A,64.830000000,1,26,8058566314841,128,15919,94226272,CLX5
2025-09-24T19:30:01.521809067Z,2025-09-24T19:30:01.520306361Z,160,1,432669,C,A,64.830000000,2,26,8058566314816,128,15816,94226273,CLX5
2025-09-24T19:30:01.522596410Z,2025-09-24T19:30:01.520813257Z,160,1,432669,C,A,64.830000000,1,26,8058566314832,128,16313,94226305,CLX5
2025-09-24T19:30:01.522835215Z,2025-09-24T19:30:01.520910061Z,160,1,432669,C,A,64.860000000,1,26,8058566314803,128,14948,94226314,CLX5
2025-09-24T19:30:01.522907879Z,2025-09-24T19:30:01.521103337Z,160,1,432669,A,B,64.820000000,1,26,8058566314950,128,18808,94226317,CLX5
2025-09-24T19:30:01.570813263Z,2025-09-24T19:30:01.570616551Z,160,1,432669,A,B,64.820000000,5,26,8058566314979,128,16695,94226457,CLX5
2025-09-24T19:30:01.571066282Z,2025-09-24T19:30:01.570820793Z,160,1,432669,C,A,64.830000000,1,26,8058566314728,128,19086,94226464,CLX5
2025-09-24T19:30:01.595647910Z,2025-09-24T19:30:01.595505643Z,160,1,432669,C,A,64.830000000,2,26,8058566314726,128,20253,94226492,CLX5
2025-09-24T19:30:01.609258620Z,2025-09-24T19:30:01.609133719Z,160,1,432669,C,B,64.790000000,2,26,8058566314879,128,19097,94226499,CLX5
2025-09-24T19:30:01.709323530Z,2025-09-24T19:30:01.709117843Z,160,1,432669,A,B,64.800000000,2,26,8058566314994,128,18388,94226522,CLX5
2025-09-24T19:30:01.709347959Z,2025-09-24T19:30:01.709121643Z,160,1,432669,A,B,64.790000000,2,26,8058566314995,128,15047,94226523,CLX5
2025-09-24T19:30:01.989441255Z,2025-09-24T19:30:01.989038983Z,160,1,432669,T,B,64.830000000,6,26,8058566315004,0,18677,94226565,CLX5
2025-09-24T19:30:01.989441255Z,2025-09-24T19:30:01.989038983Z,160,1,432669,F,A,64.830000000,2,26,8058566314696,0,18677,94226565,CLX5
2025-09-24T19:30:01.989441255Z,2025-09-24T19:30:01.989038983Z,160,1,432669,F,A,64.830000000,1,26,8058566314722,0,18677,94226565,CLX5
2025-09-24T19:30:01.989441255Z,2025-09-24T19:30:01.989038983Z,160,1,432669,F,A,64.830000000,3,26,8058566314782,0,18677,94226565,CLX5
2025-09-24T19:30:01.989450386Z,2025-09-24T19:30:01.989038983Z,160,1,432669,C,A,64.830000000,2,26,8058566314696,0,14729,94226566,CLX5
2025-09-24T19:30:01.989450386Z,2025-09-24T19:30:01.989038983Z,160,1,432669,C,A,64.830000000,1,26,8058566314722,0,14729,94226566,CLX5
2025-09-24T19:30:01.989450386Z,2025-09-24T19:30:01.989038983Z,160,1,432669,C,A,64.830000000,3,26,8058566314782,128,14729,94226566,CLX5
2025-09-24T19:30:01.992362174Z,2025-09-24T19:30:01.989510781Z,160,1,432669,A,A,64.840000000,1,26,8058566315040,128,17112,94226680,CLX5
2025-09-24T19:30:01.992672755Z,2025-09-24T19:30:01.989676893Z,160,1,432669,A,A,64.840000000,1,26,8058566315047,128,16068,94226693,CLX5
2025-09-24T19:30:01.992723691Z,2025-09-24T19:30:01.989678831Z,160,1,432669,C,A,64.840000000,1,26,8058566314633,128,17600,94226694,CLX5
2025-09-24T19:30:01.992800295Z,2025-09-24T19:30:01.989680309Z,160,1,432669,A,B,64.830000000,1,26,8058566315049,128,15019,94226696,CLX5
2025-09-24T19:30:01.992826344Z,2025-09-24T19:30:01.989682979Z,160,1,432669,C,A,64.840000000,1,26,8058566315040,128,14906,94226699,CLX5
2025-09-24T19:30:01.993106189Z,2025-09-24T19:30:01.990074353Z,160,1,432669,A,B,64.830000000,1,26,8058566315054,128,14792,94226713,CLX5
2025-09-24T19:30:01.993177171Z,2025-09-24T19:30:01.990086833Z,160,1,432669,A,B,64.800000000,1,26,8058566315055,128,15597,94226718,CLX5
2025-09-24T19:30:01.994249919Z,2025-09-24T19:30:01.990581979Z,160,1,432669,A,B,64.830000000,2,26,8058566315063,128,14858,94226792,CLX5
2025-09-24T19:30:01.994657037Z,2025-09-24T19:30:01.990663443Z,160,1,432669,A,B,64.830000000,2,26,8058566315072,128,17830,94226809,CLX5
2025-09-24T19:30:01.996050177Z,2025-09-24T19:30:01.992375909Z,160,1,432669,A,A,64.840000000,1,26,8058566315091,128,15276,94226878,CLX5
2025-09-24T19:30:01.996121390Z,2025-09-24T19:30:01.992439325Z,160,1,432669,C,A,64.840000000,1,26,8058566315047,128,19253,94226880,CLX5
2025-09-24T19:30:01.996188994Z,2025-09-24T19:30:01.992828837Z,160,1,432669,A,A,64.840000000,1,26,8058566315093,128,15261,94226882,CLX5
2025-09-24T19:30:01.996227146Z,2025-09-24T19:30:01.993073167Z,160,1,432669,M,B,64.820000000,3,26,8058566311409,128,16564,94226883,CLX5
2025-09-24T19:30:01.996380270Z,2025-09-24T19:30:01.993193947Z,160,1,432669,A,B,64.830000000,1,26,8058566315094,128,17064,94226893,CLX5
2025-09-24T19:30:01.997163765Z,2025-09-24T19:30:01.993741199Z,160,1,432669,M,B,64.820000000,4,26,8058566314979,128,19057,94226951,CLX5
2025-09-24T19:30:01.997278943Z,2025-09-24T19:30:01.994019741Z,160,1,432669,C,B,64.830000000,2,26,8058566315072,128,20656,94226958,CLX5
2025-09-24T19:30:01.997515414Z,2025-09-24T19:30:01.994179823Z,160,1,432669,C,B,64.830000000,2,26,8058566315063,128,15272,94226971,CLX5
2025-09-24T19:30:01.997691108Z,2025-09-24T19:30:01.994252301Z,160,1,432669,C,B,64.830000000,1,26,8058566315054,128,17072,94226979,CLX5
2025-09-24T19:30:01.998241527Z,2025-09-24T19:30:01.994868461Z,160,1,432669,M,B,64.820000000,2,26,8058566314979,128,15543,94227013,CLX5
2025-09-24T19:30:01.998318338Z,2025-09-24T19:30:01.995116741Z,160,1,432669,A,A,64.840000000,1,26,8058566315118,128,19024,94227015,CLX5
2025-09-24T19:30:01.998390012Z,2025-09-24T19:30:01.995276709Z,160,1,432669,C,B,64.820000000,2,26,8058566314979,128,15628,94227017,CLX5
2025-09-24T19:30:01.998510689Z,2025-09-24T19:30:01.996057499Z,160,1,432669,T,A,64.830000000,2,26,8058566315122,0,14803,94227026,CLX5
2025-09-24T19:30:01.998510689Z,2025-09-24T19:30:01.996057499Z,160,1,432669,F,B,64.830000000,1,26,8058566315049,0,14803,94227026,CLX5
2025-09-24T19:30:01.998510689Z,2025-09-24T19:30:01.996057499Z,160,1,432669,F,B,64.830000000,1,26,8058566315094,0,14803,94227026,CLX5
2025-09-24T19:30:01.998562212Z,2025-09-24T19:30:01.996057499Z,160,1,432669,C,B,64.830000000,1,26,8058566315049,0,18792,94227027,CLX5
2025-09-24T19:30:01.998562212Z,2025-09-24T19:30:01.996057499Z,160,1,432669,C,B,64.830000000,1,26,8058566315094,128,18792,94227027,CLX5
2025-09-24T19:30:01.998583515Z,2025-09-24T19:30:01.996058557Z,160,1,432669,A,A,64.830000000,1,26,8058566315123,128,18920,94227029,CLX5
2025-09-24T19:30:01.999064158Z,2025-09-24T19:30:01.996884869Z,160,1,432669,M,A,64.850000000,1,26,8058566305433,128,15606,94227052,CLX5
2025-09-24T19:30:01.999496296Z,2025-09-24T19:30:01.998271511Z,160,1,432669,A,B,64.820000000,1,26,8058566315140,128,16846,94227072,CLX5
2025-09-24T19:30:01.999852921Z,2025-09-24T19:30:01.998525359Z,160,1,432669,C,B,64.820000000,1,26,8058566314853,128,15172,94227088,CLX5
2025-09-24T19:30:01.999903684Z,2025-09-24T19:30:01.998569921Z,160,1,432669,A,A,64.830000000,1,26,8058566315148,128,14810,94227089,CLX5
